Artist,Song,Link,Lyrics
Coldplay,Glass Of Water,/c/coldplay/glass+of+water_20766267.html,"Scared of losing all the time  
He wrote it in a letter  
He was a friend of mine  
He heard you could see your future  
Inside a glass of water  
With ripples and the rhymes  
He asked ""Will I see heaven in mine?""  
  
Oh that is just the way it was,  
And nothing could be better,  
And nothing ever was.  
And they say you can see your future,  
Inside a glass of water,  
With riddles and the rhymes  
But ""will I see heaven in mine?""  
Oh, oh, oh  
  
Son, don't ask,  
Neither how full nor empty is your glass,  
Cling to the mast  
Spend your whole life living in the past  
Going nowhere fast  
  
So he wrote it on a wall  
The hollowest of halos  
Is no halo at all  
And Televisions selling plastic figurines of leaders  
Saying nothing at all  
And you chime  
Stars in heaven align  
Oh  
  
Son, don't ask,  
Neither how full nor empty is your glass,  
Cling to the mast  
Spend your whole life living in the past  
Going nowhere fast  
  
What are we drinking when we're done, just glasses of water.

"
Coldplay,God Put A Smile Upon Your Face,/c/coldplay/god+put+a+smile+upon+your+face_20032626.html,"Where do we go nobody knows?  
I've gotta say I'm on my way down  
God give me style and give me grace  
God put a smile upon my face  
  
Where do we go to draw the line?  
I've gotta say...  
I wasted all your time, honey honey  
Where do I go to fall from grace?  
God put a smile upon your face  
Yeah  
  
Now when you work it out I'm worse than you  
Yeah when you work it out I wanted to  
Now when you work out where to draw the line  
Your guess is as good as mine  
  
Where do we go nobody knows?  
Don't ever say you're on your way down... when  
God gave you style and gave you grace  
And put a smile upon your face  
Ah yeah  
  
Now when you work it out I'm worse than you  
Yeah when you work it out I wanted to  
Now when you work out where to draw the line  
Your guess is as good as mine  
  
It's as good as mine  
It's as good as mine  
It's as good as mine  
As good as mine  
As good as mine  
As good as mine  
As good as mine  
  
Where do we go nobody knows?  
Don't ever say you're on your way down...when  
God gave you style and gave you grace  
And put a smile upon your face

"
Coldplay,Green Eyes,/c/coldplay/green+eyes_20032627.html,"Honey you are a rock  
Upon which I stand  
And I come here to talk  
I hope you understand  
  
That green eyes  
Yeah the spotlight, shines upon you  
And how could anybody deny you  
  
I came here with a load  
And it feels so much lighter  
Now I met you  
And honey you should know  
That I could never go on without you  
Green eyes  
  
Honey you are the sea  
Upon which I float  
And I came here to talk  
I think you should know  
  
That green eyes  
You're the one that I wanted to find  
And anyone who tried to deny you  
Must be out of their mind  
  
Because I came here with a load  
And it feels so much lighter  
Since I met you  
And honey you should know  
That I could never go on without you  
  
Green eyes  
Green eyes  
Ooh ooh ooh ooh  
Ooh ooh ooh ooh  
Ooh ooh ooh ooh  
  
Honey you are the rock  
Upon which I stand

"
Coldplay,How You See The World,/c/coldplay/how+you+see+the+world_10069055.html,"Are you missing something?  
Looking for something?  
Tired of everything  
Searching and struggling  
Are you worried about it?  
Do you wanna talk about it?  
Oh You're gonna get it right some time  
  
There's so much to be scared of  
And not much to make sense of  
Are you running in a circle?  
You can't be too careful  
And you can't relate it  
'Cause it's complicated  
Oh You're gonna get it right some time  
You're gonna get it right some time  
  
It's how you see the world  
How many times can you see?  
You can't believe what you learn  
  
It's how you see the world  
Don't you worry yourself  
Your not gonna get hurt  
  
Oh  
  
Is there something missing?  
There's nobody listening  
Are you scared of what you don't know?  
don't wanna end up on your own?  
You need conversation  
And information  
  
Oh  
  
Gonna get it right sometimes  
You just wanna get it right sometimes  
  
It's how you see the world  
How many times have you heard?  
You can't believe a word  
  
It's how you see the world  
Don't you worry yourself  
'Cause nobody can learn  
  
Oh  
Oh  
Oh  
  
That's how you see the world  
That's how you see the world

"
Coldplay,I Ran Away,/c/coldplay/i+ran+away_20308952.html,"One, two, three... well  
I ran away from you  
That's all I ever do  
And though I started here  
I ran away from you  
  
I'm gonna come on in  
And see it through  
  
I ran away from you  
That's all I ever do  
  
And when I heard you call to  
Come back to me  
And though I should stay  
I don't have the stomach to  
  
Everyone I know  
Says I'm a fool mess with you  
Everyone I know  
Says it's a stupid thing to do  
  
I have your love on call  
And yet my day is not so full  
There might be nothing left to do  
So I ran away from you  
  
I'm gonna come on in  
My eyes are closed  
  
I can feel it there  
The sun's so close  
I'm gonna come on out  
And burn the sky  
  
A star arose in my own cage  
I'm stuck in line  
And in a cage  
  
Just a single star  
I sing for  
  
Everyone I know  
Says I'm a fool mess with you  
Everyone I know  
Says it's a stupid thing to do  
  
I have your love on call  
And yet my day is not so full  
And I did not know what to do  
And so I ran away from you

"
Coldplay,Idiot,/c/coldplay/idiot_20189796.html,"So I was an idiot  
I was a goddamn idiot  
Because I came here so violent  
Because I came around here so violent  
  
I said yes I was an idiot  
I was a goddamn idiot  
Because I made you think for it  
Because I came round here to think for it  
  
And sing it  
It's a wonderful life  
Never felt so alive  
Never felt so alive  
It's a wonderful life  
Never felt so alive  
Never felt so alive  
  
My love, my love, where have you been?  
My love, my love, where did you go?  
My love, my love, what have you seen?  
My love, you're such an idiot  
  
Like an idiot...  
I run around like a chicken with its head cut off  
Like an idiot  
I run around like a chicken with its head cut off  
Like an idiot  
I run around like a chicken with its head cut off  
Like an idiot  
  
I was an idiot  
I fell down like a goddamn idiot  
Because I came here to bring them down  
Because I came round here to fight them down  
I said yes I felt like an idiot  
I was a goddamn idiot  
  
Sing it  
It's a wonderful life  
Never felt so alive  
Never felt so alive  
It's a wonderful life  
Never felt so alive  
Never felt so alive  
  
My love, my love, where have you been?  
My love, my love, where did you go?  
My love, my love, what have you seen?  
My love, you're such an idiot  
  
Like an idiot...  
I run around like a chicken with its head cut off  
Like an idiot  
I run around like a chicken with its head cut off  
Like an idiot  
I run around like a chicken with its head cut off  
Like an idiot  
  
Listen now, it's a wonderful life  
Never felt so alive  
It's a wonderful life  
Never felt so alive  
It's a wonderful life  
  
Never felt so alive  
Never felt so alive  
It's a wonderful life  
Never felt so alive  
Never felt so alive...

"
Coldplay,Kingdom Come,/c/coldplay/kingdom+come_20812013.html,"One, two  
  
Steal my heart and hold my tongue  
I feel my time, my time has come  
Let me in, unlock the door  
I've never felt this way before  
  
And the wheels just keep on turning  
The drummer begins to drum  
I don't know which way I'm going  
I don't know which way I've come  
  
Hold my head inside your hands  
I need someone who understands  
I need someone, someone who hears  
For you I've waited all these years  
  
For you I'd wait 'til kingdom come  
Until my day, my day is done  
And say you'll come and set me free  
Just say you'll wait, you'll wait for me  
  
In your tears and in your blood  
In your fire and in your flood  
I hear you laugh, I heard you sing  
I wouldn't change a single thing  
  
The wheels just keep on turning  
The drummers begin to drum  
I don't know which way I'm going  
I don't know what I'll become  
  
For you I'd wait 'til kingdom come  
Until my days, my days are done  
And say you'll come and set me free  
Just say you'll wait, you'll wait for me  
Just say you'll wait, you'll wait for me  
Just say you'll wait, you'll wait for me

"
Coldplay,Lhuna,/c/coldplay/lhuna_20837531.html,"I'm all by myself, I don't need anybody else  
I'm all by myself, no help  
I'm all on my own quietly sleeping in my home  
I'm all on my own, my own  
  
Hello, won't you let me come in?  
Lhuna, can't you hear how much I'm suffering?  
Hello, won't you let me know?  
'Cause I'm all alone, all alone  
  
We are dreaming about Lhuna  
The smell of her, the touch and the taste of her  
Dreaming about Lhuna  
Her and me simultaneously  
  
I don't know what the time is  
I don't know where you've flown  
And I don't know why you're so far from home  
  
Hello, won't you let me come in?  
Lhuna, can't you hear how much I'm suffering?  
Hello, won't you let me know?  
'Cause I'm all alone, all alone  
  
We are dreaming about Lhuna  
The smell of her, the touch and the taste of her  
Dreaming about Lhuna  
Her and me simultaneously  
Her and me, effortlessly  
Oh, her and me effortlessly

"
Coldplay,Life In Technicolor II,/c/coldplay/life+in+technicolor+ii_20766106.html,"There's a wild wind blowing,  
Down the corner of my street  
Every night there the headlights are glowing  
  
There's a cold war coming,  
On the radio I heard  
Baby it's a violent world  
  
Oh love don't let me go  
Won't you take me where the streetlights glow  
I could hear it coming  
I could hear the sirens sound  
Now my feet won't touch the ground  
  
Time came a creepin'  
Oh and time's a loaded gun  
Every road is a ray of light  
It goes on  
Time only can lead you on  
Still it's such a beautiful night  
  
Oh love don't let me go  
Won't you take me where the streetlights glow  
I could hear it coming  
Like a serenade of sound  
Now my feet won't touch the ground  
  
Gravity release me,  
And don't ever hold me down  
Now my feet won't touch the ground.

"
Coldplay,Lips Like Sugar,/c/coldplay/lips+like+sugar_20242502.html,"She floats like a swan  
Grace on the water  
Lips like sugar  
Lips like sugar  
  
Just when you think you've caught her  
She glides across the water  
She calls for you tonight  
To share this moonlight  
  
She'll flow down your river  
And ask him and she'll give you  
  
Lips like sugar  
Sugar kisses  
Lips like sugar  
Sugar kisses  
  
She knows what she knows  
I know what she's thinking  
Sugar kisses  
Sugar kisses  
  
Just when you think she's yours  
She's flown to other shores  
To laugh at how you break  
To melt into this lake  
  
She'll flow down your river  
And ask him and she'll give you  
  
Lips like sugar  
Sugar kisses  
Lips like sugar  
Sugar kisses  
  
She'll be my mirror  
Reflect what I am  
A loser and a winner  
The King of Siam  
And my Siamese twin  
She knows what I'm thinking  
???  
  
She'll flow down your river  
And ask him and she'll give you  
  
Lips like sugar  
Sugar kisses  
Lips like sugar  
Sugar kisses

"
Coldplay,Lost Highway,/c/coldplay/lost+highway_20640270.html,"I'm a rollin' stone all alone and lost  
For a life of sin I have paid the cost  
When I past by all the people say  
Just another guy on the lost highway  
  
Just a deck of cards and a jug of wine  
And a woman's lies makes a life like mine  
On the day we met, oh I went astray  
I started rolling down that lost highway  
  
I was just a lad, nearly twenty two  
Neither good nor bad, just a kid like you  
And now I'm lost, too late to pray  
Lord I paid a cost, on the lost highway  
  
Now boy's don't start to ramblin' round  
On this road of sin are you sorrow bound  
Take my advice or you'll curse the day  
You started rollin' down that lost highway  
You started rollin' down that lost highway  
You started rollin' down that lost highway  
You started rollin' down that lost highway

"
Coldplay,Lovers In Japan,/c/coldplay/lovers+in+japan_20745720.html,"Lovers, keep on the road you're on  
Runners, until the race is run  
Soldiers, you've got to soldier on  
Sometimes even right is wrong  
  
They are turning my head out  
To see what I'm all about  
Keeping my head down  
To see what it feels like now  
But I have no doubt  
One day, we are gonna get out  
  
Tonight maybe we're gonna run  
Dreaming of the Osaka sun  
Ohh ohh...  
Dreaming of when the morning comes  
  
They are turning my head out  
To see what I'm all about  
Keeping my head down  
To see what it feels like now  
But I have no doubt  
One day the sun will come out

"
Coldplay,Low,/c/coldplay/low_10069046.html,"You see the world in black and white  
No color or life  
You think you'll never get it right  
But you're wrong, you might  
  
The sky could fall, could fall on me  
The parting of the seas  
But you mean more, mean more to me  
Than any color I can see  
  
All you ever wanted was love  
But you never looked hard enough  
It's never gonna give itself up  
All you ever wanted to be  
Living in perfect symmetry  
Nothing is as down or as up  
As us  
  
You see the world in black and white  
Nothing to bright  
You see no meaning to your life  
Yes you try  
Yes you try  
  
And all you ever wanted was love  
But you never looked hard enough  
It's never gonna give itself up  
And all you ever wanted to be  
Living in perfect symmetry  
Nothing is as down or as up  
  
And don't you want to see it come soon  
Floating in a big white balloon  
Or given your own silver spoon  
  
Don't you want to see it come down  
Enough of throwing your arms around  
And saying not a moment too soon  
  
Cause I feel low  
Cause I feel low  
Ooh  
Yeah I feel low  
Oh no  
Ooh  
Cause I feel low  
Cause I feel low  
Ooh  
And I feel low  
Oh no  
Ooh

"
Coldplay,Magic,/c/coldplay/magic_21078918.html,"Call it magic, call it true  
I call it magic when I'm with you  
And I just got broken, broken into two  
Still I call it magic, when I'm next to you  
  
And I don't, and I don't, and I don't, and I don't  
No I don't, it's true  
I don't, no, I don't, no, I don't, no, I don't  
Want anybody else but you  
  
I don't, no, I don't, no, I don't, no, I don't  
No I don't, it's true  
I don't, no, I don't, no, I don't, no, I don't  
Want anybody else but you  
  
Ooh ooh ooh  
  
Call it magic, cut me into two  
And with all your magic, I disappear from view  
And I can't get over, can't get over you  
Still, I call it magic, such a precious truth  
  
And I don't, and I don't, and I don't, and I don't  
No I don't, it's true  
I don't, no, I don't, no, I don't, no, I don't  
Want anybody else but you  
  
I don't, no, I don't, no, I don't, no, I don't  
No I don't, it's true  
I don't, no, I don't, no, I don't, no, I don't  
Want anybody else but you  
  
Wanna fall, I fall so far  
I wanna fall, fall so hard  
And I call it magic  
And I call it true  
Call it magic  
  
Ooh ooh ooh  
Ooh ooh ooh  
Ooh ooh ooh  
Ooh ooh ooh  
  
And if you were to ask me  
After all that we've been through  
""Still believe in magic?""  
Well yes, I do  
Oh yes, I do  
Oh yes, I do  
Oh yes, I do  
Of course I do

"
Coldplay,Major Minus,/c/coldplay/major+minus_20914957.html,"They got one eye watching you  
One eye on what you do  
So be careful who it is you're talking to  
They got one eye watching you  
One eye on what you do  
So be careful what it is you're trying to do  
  
And be careful when you're walking in the view  
Just be careful when you're walking in the view  
  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on you  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on  
  
They got one eye watching you  
And one eye on what you do  
So be careful 'cause nothing they say is true  
D-don't believe a word, it's us against the world  
And we just got to turn up to be heard  
  
Hear the crocodiles ticking round the world  
Hear those crocodiles ticking, they go ticking round the world  
  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on you  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and  
You could hear them climbing the stairs  
I got my right side fighting while  
My left hides under the chairs  
  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on you  
Ooh-ooh-ooh, ooh-ooh-ooh-ooh  
Got one eye on the road and one on you

"
Coldplay,Marianne,/c/coldplay/marianne_20512668.html,"Come on Marianne  
The sun sets in your eyes  
I'm in love again  
Come on once or twice  
  
Wanna be your air?  
Come on now, all I see  
Wanna ride along  
Follow all our dreams  
  
Kaleidoscopes that fall into the sun  
Gonna lay the blame on me, not anyone  
Gonna write a song  
Sing it to the sun  
Don't tell anyone  
Don't tell anyone  
  
Oh, sweet Marianne  
You're the only one I've ever loved  
And I swear it on  
Swear it on the moon and stars above  
I wanna understand  
And, I wanna be your man  
I wanna be your man  
Swear it on the moon and stars  
  
I will full moon  
Just a part of me  
Gonna write a song and see how a woman feel  
Come on get it on right into the sun  
Gonna ride along and fly, gonna let it on  
  
Oh, sweet Marianne  
You're the only one I've ever loved  
And I swear it on  
Swear it on the moon and stars above  
In my head you're the only one I've ever loved  
I wanna be your man  
You're the only one I've ever loved  
  
Oh, don't you love me  
Oh, don't you love me  
Don't you love me  
Oh, don't you love me  
  
Yeah yeah yeah  
  
Yeah yeah yeah yeah yeah yeah yeah  
Yeah yeah yeah yeah yeah yeah yeah  
Yeah yeah yeah yeah yeah yeah yeah  
  
Oh yeah

"
Coldplay,Midnight,/c/coldplay/midnight_21078637.html,"In the darkness before the dawn  
In the swirling of this storm  
When I'm rolling with the punches and hope is gone  
Leave a light, a light on  
  
Millions of miles from home  
In the swirling swimming on  
When I'm rolling with the thunder but bleed from thorns  
Leave a light, a light on  
Leave a light, a light on  
  
Leave a light, a light on  
Leave a light, a light on  
  
In the darkness before the dawn  
In the darkness before the dawn  
Leave a light, a light on  
Leave a light, a light on

"
Coldplay,Miracles,/c/coldplay/miracles_21091916.html,"[Verse 1]  
From up above I heard  
The angels sing to me these words  
And sometimes in your eyes  
I see the beauty in the world  
  
[Chorus]  
Oh, now I'm floating so high  
I blossom and die  
Send your storm and your lightning to strike  
Me between the eyes  
Eyes  
  
[Verse 2]  
Sometimes the stars decide  
To reflect in puddles in the dirt  
When I look in your eyes  
I forget all about what hurts  
  
[Chorus]  
Oh, now I'm floating so high  
I blossom and die  
Send your storm and your lightning to strike  
Me between the eyes and cry  
  
Believe in miracles  
  
[Outro]  
Oh hey  
I'm floating up above the world now  
Oh hey  
I'm floating up above the world now  
  
Ooh, Oh, Oh  
Oh yeah, yeah, yeah

"
Coldplay,M.M.I.X.,/c/coldplay/mmix_20983390.html,"Somewhere up above the stars  
The wreckage of a universe floats past  
Somewhere up above my heart  
A tiny little seed is sown,  
A government is overthrown,  
Who knows when we'll be coming home at last  
And I heard it on the radio  
That one day we'll be living in the stars  
And I heard it on a tv show  
That somewhere up above  
And in my heart  
They'll be tearing us apart,  
Maybe moving us to mars  
Past the satellites and stars,  
Maybe moving us to mars  
We won't see the earth again  
In these seconds just remain unchanged  
8 to 9, 9 to 10  
We are meeting for the first time  
We might never meet again you and me  
We are meeting for the first time  
Can't you see  
76543  
We are meeting for the first time  
Singing this space symphony  
They'll be tearing us apart moving us to mars,  
Past the satellites and stars  
They're moving us to mars

"
Coldplay,Moses,/c/coldplay/moses_10068978.html,"Come on now, don't you want to see?  
This thing that's happening to me  
Like Moses has power over sea  
So you've got power over me  
  
Come on now, don't you want to know?  
You're a refuge, somewhere I can go  
You're air that, air that I can breathe  
Cause you're my golden opportunity  
  
And oh, oh yes I would  
If I only could  
And you know I would  
And baby I, oh baby I  
I wish  
  
Come on now, don't you want to see?  
Just what a difference you've made in me  
I'll be waiting oh no matter what you say  
Cause I've been waiting for days, days, days  
  
And oh, oh yes I would  
If I only could  
And you know I would  
And baby I, oh baby I  
I wish  
I wish  
  
Oh, oh, oh  
Oh, oh, oh  
If the sky's gonna fall down, let it fall on me  
If you're gonna break down, you can break on me  
If the sky's gonna fall down, let it fall on me  
If it's gonna rain down, it can rain on me  
It can rain on me

"
Coldplay,Murder,/c/coldplay/murder_20262426.html,"Tie me to a tree  
Tie my hands above my head  
Sing a song to me  
Sing a song like what you said  
  
Cause they're gonna murder me  
They're gonna take me down  
Something  
I crumble down  
  
Come spit at us  
Come and throw your weight around  
Come and fight with us  
Come and rock me to the ground  
  
Cause they're gonna murder me  
They're gonna take me down  
Something  
I crumble down  
  
So what can it possibly be?  
Oh what can it possibly be?  
Oh what can it possibly be?

"
Coldplay,No More Keeping My Feet On The Ground,/c/coldplay/no+more+keeping+my+feet+on+the+ground_20032658.html,"Sometimes I wake up when I'm falling asleep  
I think that maybe the curtains are closing on me  
But I wake up, yes I wake up smiling  
  
[Chorus]  
So what I feel fine  
I'm okay, I've seen the lighter side of life  
I'm alright I feel good  
So ill go, ill try to start moving  
  
Sometimes I wake up and I'm falling asleep  
But I've got to get going, so much that I wanted to do  
But I wake up smiling  
  
And this could be my last chance  
Of saving my innocence  
And this could be my last chance  
No more keeping my feet on the ground  
  
Sometimes I feel the chance is surprising  
Surprisingly good to be moving around  
And I move, and I wake up smiling  
  
[Chorus]  
  
And this could be my last chance  
Of saving my innocence  
And this could be my last chance  
No more keeping my feet on the ground  
  
And there's nothing to keep them  
Nothing to keep them down  
And there's nothing to keep them  
There's nothing to keep them down.

"
Coldplay,Now My Feet Won't Touch The Ground,/c/coldplay/now+my+feet+wont+touch+the+ground_20770654.html,"Let me go boys, let me go  
Push my bone from the highest cliff to the sea below  
Rocks are waiting boys, rocks are waiting  
Swoop down from the sky and catch me like the bird to prey  
  
Now my feet won't touch the ground  
Now my head won't stop  
You wait a lifetime to be found  
Now my feet won't touch the ground  
  
Singing now my feet won't touch the ground  
Now my head won't stop  
You wait a lifetime to be found  
Now my feet won't touch the ground  
  
Now my feet won't touch the ground

"
